# GTEx synthetic data; source: generate_synthetic_data.py
gene,tissue,median_TPM
GENE0150,Heart,6.830546002122545
GENE0150,Liver,13.468535337213421
GENE0150,Lung,1.0492778627566277
GENE0150,Kidney,18.0091811030551
GENE0151,Brain,12.367254569314412
GENE0151,Heart,7.088351435761274
GENE0151,Liver,30.17077629061349
GENE0151,Lung,5.280299810204311
GENE0151,Kidney,8.646746585028492
GENE0152,Brain,2.482506697914292
GENE0152,Heart,11.106004703858972
GENE0152,Liver,5.125667578586843
GENE0152,Lung,3.123767745912152
GENE0152,Kidney,24.374837706154548
GENE0153,Brain,3.5119107703253105
GENE0153,Heart,4.513572922187878
GENE0153,Liver,3.827362922798095
GENE0153,Lung,2.4484698279339465
GENE0153,Kidney,6.855271514172945
GENE0154,Brain,8.090800560606546
GENE0154,Heart,5.950635509605425
GENE0154,Liver,0.6780985760839826
GENE0154,Lung,10.038197866044591
GENE0154,Kidney,3.386541926716801
GENE0155,Brain,1.6937436735891063
GENE0155,Heart,7.26177847061257
GENE0155,Liver,7.030652628541354
GENE0155,Lung,1.9455428495888736
GENE0155,Kidney,32.39320061022771
GENE0156,Brain,1.7028422393763132
GENE0156,Heart,1.1203014898990458
GENE0156,Liver,1.7800881026703759
GENE0156,Lung,13.966196501441077
GENE0156,Kidney,3.8935238415397864
GENE0157,Brain,3.3279438463392963
GENE0157,Heart,4.26428201420942
GENE0157,Liver,2.7807171822742203
GENE0157,Lung,2.5799996656444506
GENE0157,Kidney,2.6832469372762087
GENE0158,Brain,7.896064089271307
GENE0158,Heart,10.138749920257803
GENE0158,Liver,1.9269259294350538
GENE0158,Lung,5.4269776533393665
GENE0158,Kidney,8.419629231316687
GENE0159,Brain,1.8862645417140975
GENE0159,Heart,2.9980039774667393
GENE0159,Liver,1.953355514009618
GENE0159,Lung,1.5954840432450468
GENE0159,Kidney,4.862196521820889
GENE0160,Brain,2.4870421254478523
GENE0160,Heart,7.425375615205015
GENE0160,Liver,4.377432922899004
GENE0160,Lung,6.234521825211528
GENE0160,Kidney,3.5472535986827545
GENE0161,Brain,2.696627973894029
GENE0161,Heart,4.168104982670024
GENE0161,Liver,4.4638119387649935
GENE0161,Lung,2.5480174963525246
GENE0161,Kidney,6.304580067387255
GENE0162,Brain,8.14395459710674
GENE0162,Heart,5.085870294742766
GENE0162,Liver,17.651004797597285
GENE0162,Lung,2.7023689907000903
GENE0162,Kidney,6.796971426806861
GENE0163,Brain,3.2317124259371757
GENE0163,Heart,5.407049704294071
GENE0163,Liver,2.307213520752674
GENE0163,Lung,10.936422164761973
GENE0163,Kidney,5.159381585840366
GENE0164,Brain,11.632415023989001
GENE0164,Heart,1.6276276717067002
GENE0164,Liver,3.0197916309715422
GENE0164,Lung,2.1944849230278805
GENE0164,Kidney,2.928371620944144
GENE0165,Brain,2.575161478512231
GENE0165,Heart,4.069691721856446
GENE0165,Liver,4.420276651719863
GENE0165,Lung,4.337126830434819
GENE0165,Kidney,2.8736439723498273
GENE0166,Brain,5.2066681587283545
GENE0166,Heart,9.029458478070287
GENE0166,Liver,2.1775046107834837
GENE0166,Lung,4.484876235848815
GENE0166,Kidney,4.223834178541442
GENE0167,Brain,6.51875695949986
GENE0167,Heart,4.2584835902510205
GENE0167,Liver,4.425875699726943
GENE0167,Lung,2.0281486345013278
GENE0167,Kidney,4.560184445339839
GENE0168,Brain,2.1436123255685655
GENE0168,Heart,6.770421862723261
GENE0168,Liver,4.126480450835833
GENE0168,Lung,4.6268983189373705
GENE0168,Kidney,2.196900945929912
GENE0169,Brain,8.525025922721058
GENE0169,Heart,7.797873958711063
GENE0169,Liver,8.928238716492094
GENE0169,Lung,26.62655070381942
GENE0169,Kidney,4.297289581891681
GENE0170,Brain,11.736718591524777
GENE0170,Heart,4.059004533922182
GENE0170,Liver,6.142733488596231
GENE0170,Lung,6.003063619054428
GENE0170,Kidney,5.538221446552041
GENE0171,Brain,7.5882799321253795
GENE0171,Heart,3.514337029717755
GENE0171,Liver,4.6308749543452326
GENE0171,Lung,6.87744844684425
GENE0171,Kidney,18.142969313731662
GENE0172,Brain,2.284425715648104
GENE0172,Heart,1.0566398324001067
GENE0172,Liver,3.0426584003312054
GENE0172,Lung,4.815995368831199
GENE0172,Kidney,5.155075042365917
GENE0173,Brain,4.824823860985563
GENE0173,Heart,11.544765123249926
GENE0173,Liver,9.784894649181284
GENE0173,Lung,4.308482164317317
GENE0173,Kidney,3.0782532263383153
GENE0174,Brain,3.398019951905754
GENE0174,Heart,3.3701480583036414
GENE0174,Liver,3.7416265411634804
GENE0174,Lung,1.2736407745206357
GENE0174,Kidney,3.0992724955222037
GENE0175,Brain,3.1902394700589882
GENE0175,Heart,3.8531680938647836
GENE0175,Liver,3.6566959363705593
GENE0175,Lung,7.672217701619393
GENE0175,Kidney,2.928368128754154
GENE0176,Brain,3.1554712119151738
GENE0176,Heart,6.914018406717289
GENE0176,Liver,3.712658224463013
GENE0176,Lung,5.329000949424825
GENE0176,Kidney,7.655838494817598
GENE0177,Brain,6.281291397110854
GENE0177,Heart,5.47465882333048
GENE0177,Liver,3.829930871677666
GENE0177,Lung,7.733142264131612
GENE0177,Kidney,5.157438043575969
GENE0178,Brain,2.9925258574082885
GENE0178,Heart,3.972329309203735
GENE0178,Liver,1.6912983664487322
GENE0178,Lung,2.076648343385533
GENE0178,Kidney,0.99369354029726
GENE0179,Brain,2.60141335319468
GENE0179,Heart,13.045409863589079
GENE0179,Liver,2.8714264523026647
GENE0179,Lung,8.415141592312699
GENE0179,Kidney,4.469337183889756
GENE0180,Brain,2.55885768350695
GENE0180,Heart,13.073974988308656
GENE0180,Liver,7.140370593517411
GENE0180,Lung,1.1035801181793947
GENE0180,Kidney,10.310076918253104
GENE0181,Brain,1.8967972459476767
GENE0181,Heart,3.8871212407784177
GENE0181,Liver,7.64835611139212
GENE0181,Lung,3.525835648314039
GENE0181,Kidney,10.96990094361393
GENE0182,Brain,8.240087875859166
GENE0182,Heart,1.2693430861023185
GENE0182,Liver,3.0711518137061677
GENE0182,Lung,5.616220824639083
GENE0182,Kidney,2.8292199991430382
GENE0183,Brain,3.769637319300174
GENE0183,Heart,8.497975248918813
GENE0183,Liver,5.774346243129141
GENE0183,Lung,2.145783538892333
GENE0183,Kidney,5.153546381647902
GENE0184,Brain,2.7461070537058303
GENE0184,Heart,1.6952769377961192
GENE0184,Liver,1.8147637972619401
GENE0184,Lung,5.638197542003552
GENE0184,Kidney,4.382016625479217
GENE0185,Brain,4.501206386995936
GENE0185,Heart,1.7914632816833607
GENE0185,Liver,3.868459477684668
GENE0185,Lung,1.9547570484077235
GENE0185,Kidney,2.135893228404796
GENE0186,Brain,3.9270896111245817
GENE0186,Heart,1.4818445642391167
GENE0186,Liver,7.655419382885472
GENE0186,Lung,32.76976465678527
GENE0186,Kidney,6.469239759884278
GENE0187,Brain,1.9458083382464288
GENE0187,Heart,3.607631953987348
GENE0187,Liver,1.2913002353571899
GENE0187,Lung,3.3131748370845413
GENE0187,Kidney,6.725129275699668
GENE0188,Brain,7.181496682570597
GENE0188,Heart,1.9632589006897052
GENE0188,Liver,5.6934507487095685
GENE0188,Lung,11.303658337492028
GENE0188,Kidney,18.24832450884291
GENE0189,Brain,2.55835402786716
GENE0189,Heart,2.2448528880448273
GENE0189,Liver,4.6810979882974015
GENE0189,Lung,0.4306445935213044
GENE0189,Kidney,2.930499244355858
GENE0190,Brain,3.6082396597978343
GENE0190,Heart,3.10348728529106
GENE0190,Liver,1.262257036701217
GENE0190,Lung,3.682379379705454
GENE0190,Kidney,2.4077991246123625
GENE0191,Brain,8.215202874207753
GENE0191,Heart,2.149467519382172
GENE0191,Liver,3.575567469194181
GENE0191,Lung,3.7196949413360816
GENE0191,Kidney,7.057261855131833
GENE0192,Brain,0.5846606530648929
GENE0192,Heart,3.412687320173899
GENE0192,Liver,8.22922727820562
GENE0192,Lung,3.3556631470425273
GENE0192,Kidney,1.3210811136728535
GENE0193,Brain,5.819873569577901
GENE0193,Heart,5.86703575977369
GENE0193,Liver,3.6096415956550905
GENE0193,Lung,1.7720967219147765
GENE0193,Kidney,2.4780200728015855
GENE0194,Brain,3.4868362025708692
GENE0194,Heart,2.2245924168355513
GENE0194,Liver,0.9645026696953226
GENE0194,Lung,2.4219440905292546
GENE0194,Kidney,4.265693850290963
GENE0195,Brain,2.9872461596507156
GENE0195,Heart,4.218762036324283
GENE0195,Liver,4.791897080240899
GENE0195,Lung,9.182140985774739
GENE0195,Kidney,26.129352486469536
GENE0196,Brain,8.04799564397081
GENE0196,Heart,1.4572296930966684
GENE0196,Liver,0.5349639284367844
GENE0196,Lung,4.155489640574171
GENE0196,Kidney,4.745091655990773
GENE0197,Brain,1.7691538038194152
GENE0197,Heart,5.571284901110405
GENE0197,Liver,2.4264962142791506
GENE0197,Lung,6.185054306894026
GENE0197,Kidney,3.4541812772327103
GENE0198,Brain,6.159342732478657
GENE0198,Heart,1.1112037028108779
GENE0198,Liver,3.155750991756845
GENE0198,Lung,3.9793687246611396
GENE0198,Kidney,1.433473069918124
GENE0199,Brain,20.20379800092439
GENE0199,Heart,2.9077548969068467
GENE0199,Liver,13.625967990590881
GENE0199,Lung,2.6340598551241574
GENE0199,Kidney,3.728563637139944
GENE0200,Brain,11.555037965651888
GENE0200,Heart,5.714812429779916
GENE0200,Liver,5.225985958454366
GENE0200,Lung,5.5442134295544285
GENE0200,Kidney,1.5024148280632257
GENE0201,Brain,3.2816856927307696
GENE0201,Heart,2.085155591932676
GENE0201,Liver,5.248440169318607
GENE0201,Lung,2.9002632121300453
GENE0201,Kidney,4.3264731832919425
GENE0202,Brain,4.212961941591369
GENE0202,Heart,4.353167286853228
GENE0202,Liver,4.358824027298197
GENE0202,Lung,2.6593919724873007
GENE0202,Kidney,1.9286065812827915
GENE0203,Brain,2.6340298939519267
GENE0203,Heart,10.56166221394866
GENE0203,Liver,6.045592203886488
GENE0203,Lung,7.167552822506668
GENE0203,Kidney,13.517353887015798
GENE0204,Brain,1.7444777958256783
GENE0204,Heart,6.739339594997092
GENE0204,Liver,1.8963684513575318
GENE0204,Lung,3.4299096540591125
GENE0204,Kidney,6.602127028888089
GENE0205,Brain,16.305071815006563
GENE0205,Heart,2.3971200700977064
GENE0205,Liver,4.1543791598243685
GENE0205,Lung,11.302110104126218
GENE0205,Kidney,1.3609098787049372
GENE0206,Brain,5.987598010358604
GENE0206,Heart,3.5021514501295186
GENE0206,Liver,2.2136528466415712
GENE0206,Lung,5.03948885085481
GENE0206,Kidney,7.213402034653866
GENE0207,Brain,2.160457900365289
GENE0207,Heart,6.07384486505937
GENE0207,Liver,5.148451509500239
GENE0207,Lung,1.6595547694153574
GENE0207,Kidney,15.529326888347681
GENE0208,Brain,10.71797389938088
GENE0208,Heart,2.2525403002622664
GENE0208,Liver,2.8030140756717215
GENE0208,Lung,8.303060543356624
GENE0208,Kidney,3.0151234122481116
GENE0209,Brain,1.028627218621195
GENE0209,Heart,10.371956668406979
GENE0209,Liver,4.513284407063977
GENE0209,Lung,20.606796586670914
GENE0209,Kidney,5.96538560787066
GENE0210,Brain,5.221548427386312
GENE0210,Heart,44.68332480335046
GENE0210,Liver,3.90596988791981
GENE0210,Lung,2.092893143848102
GENE0210,Kidney,5.383605858856493
GENE0211,Brain,11.118428116678277
GENE0211,Heart,1.7645644416301411
GENE0211,Liver,2.167095761848904
GENE0211,Lung,6.422591384471022
GENE0211,Kidney,0.3471923557293394
GENE0212,Brain,1.8698478681267232
GENE0212,Heart,8.468786821135284
GENE0212,Liver,2.802769588560954
GENE0212,Lung,1.219954415676061
GENE0212,Kidney,20.914722289321507
GENE0213,Brain,1.4500120607860676
GENE0213,Heart,2.948532421806571
GENE0213,Liver,3.326147743525194
GENE0213,Lung,4.789928647538668
GENE0213,Kidney,3.334743745474902
GENE0214,Brain,4.200602372992038
GENE0214,Heart,4.69264159260916
GENE0214,Liver,4.181453264252109
GENE0214,Lung,4.82890180648589
GENE0214,Kidney,0.668218174489593
GENE0215,Brain,6.377982075460995
GENE0215,Heart,1.4570803038967943
GENE0215,Liver,0.7919029686664429
GENE0215,Lung,13.532285180087554
GENE0215,Kidney,1.602536644510884
GENE0216,Brain,5.175289526640558
GENE0216,Heart,2.415607505030815
GENE0216,Liver,2.604464342296432
GENE0216,Lung,6.599037564679772
GENE0216,Kidney,1.9375417543526774
GENE0217,Brain,6.0384020780546805
GENE0217,Heart,6.077260270364276
GENE0217,Liver,11.37659677886226
GENE0217,Lung,3.4247532441062396
GENE0217,Kidney,10.352890982525215
GENE0218,Brain,17.75302218538747
GENE0218,Heart,15.948197661012227
GENE0218,Liver,7.162517787319134
GENE0218,Lung,6.419452653115134
GENE0218,Kidney,43.796940729332256
GENE0219,Brain,26.728776779984717
GENE0219,Heart,2.4271219500293126
GENE0219,Liver,9.3828844745384
GENE0219,Lung,7.254104057854046
GENE0219,Kidney,4.748429677599461
GENE0220,Brain,5.0664979459981785
GENE0220,Heart,6.6208786648455025
GENE0220,Liver,9.486661713395481
GENE0220,Lung,5.3388799795786435
GENE0220,Kidney,5.881636100834234
GENE0221,Brain,13.649627765250424
GENE0221,Heart,5.778685269241347
GENE0221,Liver,6.931096219822217
GENE0221,Lung,9.896528877879646
GENE0221,Kidney,16.553704818052807
GENE0222,Brain,11.960777363522505
GENE0222,Heart,6.06037671452114
GENE0222,Liver,5.292296979116427
GENE0222,Lung,1.6839077562039613
GENE0222,Kidney,5.661280114502518
GENE0223,Brain,1.9547536827932364
GENE0223,Heart,1.9753951351795287
GENE0223,Liver,7.541394727043887
GENE0223,Lung,4.135210578846355
GENE0223,Kidney,6.538891115076408
GENE0224,Brain,2.7140161339228377
GENE0224,Heart,11.71609111586724
GENE0224,Liver,5.02797713932978
GENE0224,Lung,11.590463658824069
GENE0224,Kidney,7.681020317262073
GENE0225,Brain,5.115111669215311
GENE0225,Heart,3.0562175943568928
GENE0225,Liver,4.596090551893377
GENE0225,Lung,8.692046293672803
GENE0225,Kidney,7.831281698308782
GENE0226,Brain,1.7220789933810845
GENE0226,Heart,10.181228098409111
GENE0226,Liver,3.776786994875867
GENE0226,Lung,8.603860318614945
GENE0226,Kidney,2.5651305932425874
GENE0227,Brain,7.465438948440872
GENE0227,Heart,2.369612628124075
GENE0227,Liver,4.970326168039996
GENE0227,Lung,3.530982478084602
GENE0227,Kidney,3.566347441861903
GENE0228,Brain,2.848322444824749
GENE0228,Heart,3.9635366613734155
GENE0228,Liver,1.1134822288496409
GENE0228,Lung,9.036570696679863
GENE0228,Kidney,9.673104183320266
GENE0229,Brain,3.1448962530989153
GENE0229,Heart,1.4861610212488439
GENE0229,Liver,2.6714798882972954
GENE0229,Lung,9.564816935935946
GENE0229,Kidney,7.392135159269388
GENE0230,Brain,3.5244244673668392
GENE0230,Heart,9.187279131236542
GENE0230,Liver,1.948023745706899
GENE0230,Lung,2.745301582720542
GENE0230,Kidney,6.551446057033594
GENE0231,Brain,4.150668212064673
GENE0231,Heart,2.7972014652527992
GENE0231,Liver,0.6006744423907486
GENE0231,Lung,7.66736544179524
GENE0231,Kidney,5.8064969284446155
GENE0232,Brain,1.1114462966593068
GENE0232,Heart,7.244630319644107
GENE0232,Liver,4.430484708102077
GENE0232,Lung,5.601687109373048
GENE0232,Kidney,9.546308786373634
GENE0233,Brain,2.4795833847393687
GENE0233,Heart,7.931572958436068
GENE0233,Liver,7.745277645551804
GENE0233,Lung,8.241749104905908
GENE0233,Kidney,16.58941137140528
GENE0234,Brain,7.591186279118396
GENE0234,Heart,2.8598061182970977
GENE0234,Liver,18.891414056268914
GENE0234,Lung,1.8480849920226585
GENE0234,Kidney,3.0951028125845306
GENE0235,Brain,2.0718133352967802
GENE0235,Heart,4.127993115274749
GENE0235,Liver,10.652295688887946
GENE0235,Lung,12.657232177861404
GENE0235,Kidney,6.4935795853114575
GENE0236,Brain,2.752438233272677
GENE0236,Heart,2.8780227737455375
GENE0236,Liver,2.7661130139639156
GENE0236,Lung,9.60489194088498
GENE0236,Kidney,2.170089779009007
GENE0237,Brain,8.949709022714838
GENE0237,Heart,4.3663383107517975
GENE0237,Liver,5.143022069528312
GENE0237,Lung,15.019880753457288
GENE0237,Kidney,3.06403534919135
GENE0238,Brain,16.93500661562822
GENE0238,Heart,1.4512683126717212
GENE0238,Liver,2.316804915424328
GENE0238,Lung,1.2678047702976099
GENE0238,Kidney,2.4659434996995047
GENE0239,Brain,7.14423457134133
GENE0239,Heart,8.086396876702732
GENE0239,Liver,5.728308249850087
GENE0239,Lung,5.549309853648993
GENE0239,Kidney,1.7530172017386016
GENE0240,Brain,1.5504334448214885
GENE0240,Heart,5.7151012063613615
GENE0240,Liver,13.174005159285834
GENE0240,Lung,3.3491018041015312
GENE0240,Kidney,1.6244224004643446
GENE0241,Brain,1.3143938618441664
GENE0241,Heart,2.599914677931682
GENE0241,Liver,15.857380802940105
GENE0241,Lung,3.795470454042916
GENE0241,Kidney,1.9535442770517335
GENE0242,Brain,2.7522625659767335
GENE0242,Heart,3.0439743786320976
GENE0242,Liver,5.542749804269874
GENE0242,Lung,2.643190835499786
GENE0242,Kidney,2.199100339779446
GENE0243,Brain,3.8558304770668963
GENE0243,Heart,6.520403494459218
GENE0243,Liver,7.953682383694639
GENE0243,Lung,6.961713335975775
GENE0243,Kidney,3.1080715586639225
GENE0244,Brain,1.1548129532008609
GENE0244,Heart,2.3659676336778652
GENE0244,Liver,5.625248442219634
GENE0244,Lung,1.542017727629238
GENE0244,Kidney,5.4854294081627355
GENE0245,Brain,2.7955230886150404
GENE0245,Heart,2.8130486869527727
GENE0245,Liver,10.974842481965661
GENE0245,Lung,5.338720961172642
GENE0245,Kidney,13.412739151089369
GENE0246,Brain,2.114033236953568
GENE0246,Heart,11.073921765831757
GENE0246,Liver,9.27445946597066
GENE0246,Lung,0.40819828748809583
GENE0246,Kidney,4.176123527923784
GENE0247,Brain,15.390947734423793
GENE0247,Heart,8.351539598618645
GENE0247,Liver,3.1485532913290752
GENE0247,Lung,3.7201637549443975
GENE0247,Kidney,1.5802150968347743
GENE0248,Brain,5.285852923674271
GENE0248,Heart,1.067652523444847
GENE0248,Liver,1.9892438761740603
GENE0248,Lung,10.971834491887325
GENE0248,Kidney,4.408559380050526
GENE0249,Brain,3.3510011800247725
GENE0249,Heart,4.117602603157579
GENE0249,Liver,40.18586070461073
GENE0249,Lung,10.258948946223502
GENE0249,Kidney,2.4096629918638355
GENE0250,Brain,17.00317005324221
GENE0250,Heart,4.174372508631023
GENE0250,Liver,8.099266861764562
GENE0250,Lung,2.8030150398284577
GENE0250,Kidney,2.1163972006348155
GENE0251,Brain,8.51245281984621
GENE0251,Heart,2.4227193327200474
GENE0251,Liver,2.3987445770601523
GENE0251,Lung,9.19139241767531
GENE0251,Kidney,1.7688768130162889
GENE0252,Brain,1.439935611859575
GENE0252,Heart,6.931273184816732
GENE0252,Liver,0.9343489524630754
GENE0252,Lung,2.4562099094888477
GENE0252,Kidney,3.3450549147116035
GENE0253,Brain,1.527686360237131
GENE0253,Heart,1.8332449308579302
GENE0253,Liver,7.634659517722797
GENE0253,Lung,5.663049074445384
GENE0253,Kidney,2.103138652498685
GENE0254,Brain,6.845479126297847
GENE0254,Heart,15.110996938162796
GENE0254,Liver,1.6065126150571587
GENE0254,Lung,4.706782887358401
GENE0254,Kidney,21.787165938746284
GENE0255,Brain,7.307695063421632
GENE0255,Heart,8.590939481984371
GENE0255,Liver,3.818577089624425
GENE0255,Lung,2.3670134080469003
GENE0255,Kidney,11.18638435199792
GENE0256,Brain,7.560822309163144
GENE0256,Heart,4.300715704738379
GENE0256,Liver,3.088641715946673
GENE0256,Lung,1.1071839583199568
GENE0256,Kidney,5.0770225791443515
GENE0257,Brain,2.5770099386803613
GENE0257,Heart,4.03302447798033
GENE0257,Liver,7.665887620670264
GENE0257,Lung,8.636541078847202
GENE0257,Kidney,7.966145703274509
GENE0258,Brain,27.222707668344974
GENE0258,Heart,11.38270187176299
GENE0258,Liver,2.467332134421773
GENE0258,Lung,2.328812453786918
GENE0258,Kidney,28.861847858908003
GENE0259,Brain,2.636201547632906
GENE0259,Heart,4.326209376729408
GENE0259,Liver,18.09955351349987
GENE0259,Lung,17.676793888136956
GENE0259,Kidney,4.290032791726744
GENE0260,Brain,5.438778336931319
GENE0260,Heart,1.211564571110138
GENE0260,Liver,2.1669508465573855
GENE0260,Lung,3.3460906555692294
GENE0260,Kidney,4.461441251582319
GENE0261,Brain,3.4602596138323776
GENE0261,Heart,5.06237218780484
GENE0261,Liver,25.89788256500013
GENE0261,Lung,6.497858679603862
GENE0261,Kidney,5.73716823760564
GENE0262,Brain,4.488241983742808
GENE0262,Heart,3.905844089441201
GENE0262,Liver,12.017400968779077
GENE0262,Lung,2.027879884506171
GENE0262,Kidney,4.053320330573945
GENE0263,Brain,1.8652185199992983
GENE0263,Heart,4.805224490598547
GENE0263,Liver,4.929513283807467
GENE0263,Lung,9.359624821288305
GENE0263,Kidney,11.682935777769593
GENE0264,Brain,7.617524640842436
GENE0264,Heart,16.408630225370445
GENE0264,Liver,15.9714477804779
GENE0264,Lung,5.767778227325247
GENE0264,Kidney,6.041652033934696
GENE0265,Brain,0.9521569890121921
GENE0265,Heart,5.790360567247981
GENE0265,Liver,4.463471189362979
GENE0265,Lung,1.1609095938697311
GENE0265,Kidney,3.1736780217207543
GENE0266,Brain,9.640174146198797
GENE0266,Heart,1.6635943605052275
GENE0266,Liver,12.608370663403804
GENE0266,Lung,6.552452814142814
GENE0266,Kidney,3.7332886761100674
GENE0267,Brain,3.999375285337166
GENE0267,Heart,8.70538398758125
GENE0267,Liver,1.4260160488638352
GENE0267,Lung,22.933748330578126
GENE0267,Kidney,2.337926385307048
GENE0268,Brain,2.4297136391626624
GENE0268,Heart,11.900906310354712
GENE0268,Liver,8.432066412467435
GENE0268,Lung,12.939871473403702
GENE0268,Kidney,10.347913023022738
GENE0269,Brain,6.056407139811874
GENE0269,Heart,1.6142858854622353
GENE0269,Liver,3.0701550707520817
GENE0269,Lung,5.252748648522014
GENE0269,Kidney,4.4205050029832975
GENE0270,Brain,0.8674249737030696
GENE0270,Heart,10.33487695584239
GENE0270,Liver,17.90202741028198
GENE0270,Lung,14.458408652115551
GENE0270,Kidney,1.9851853772440609
GENE0271,Brain,6.352023501465269
GENE0271,Heart,0.8177501184884722
GENE0271,Liver,17.32264341473237
GENE0271,Lung,0.9494223539259126
GENE0271,Kidney,6.223964048547521
GENE0272,Brain,11.35960624202258
GENE0272,Heart,12.59194576724845
GENE0272,Liver,5.901322107176757
GENE0272,Lung,1.4325842207376847
GENE0272,Kidney,4.133230751975941
GENE0273,Brain,3.6159160306645197
GENE0273,Heart,6.017592890231603
GENE0273,Liver,9.8768811338511
GENE0273,Lung,7.611290262903451
GENE0273,Kidney,24.46621646415939
GENE0274,Brain,7.605264342123492
GENE0274,Heart,3.283618427166101
GENE0274,Liver,16.510287008968408
GENE0274,Lung,3.4846846351236347
GENE0274,Kidney,5.6152763803197185
GENE0275,Brain,5.179053621826426
GENE0275,Heart,0.7156349512579929
GENE0275,Liver,5.592665251629525
GENE0275,Lung,5.6494147899872456
GENE0275,Kidney,3.7895070930114025
GENE0276,Brain,4.0027051490076975
GENE0276,Heart,1.6039626203996258
GENE0276,Liver,4.787319479051932
GENE0276,Lung,14.914596870221596
GENE0276,Kidney,3.889125579461553
GENE0277,Brain,2.951458334301929
GENE0277,Heart,2.7561006812763784
GENE0277,Liver,22.50348816049424
GENE0277,Lung,1.5155906165493909
GENE0277,Kidney,8.810637637321395
GENE0278,Brain,4.899481798506976
GENE0278,Heart,20.836726749072778
GENE0278,Liver,12.794460920843186
GENE0278,Lung,4.175965458985466
GENE0278,Kidney,1.3058120266936224
GENE0279,Brain,14.065315519122779
GENE0279,Heart,14.38858140610971
GENE0279,Liver,1.8516523532678262
GENE0279,Lung,8.135089949949691
GENE0279,Kidney,2.3617119554551897
GENE0280,Brain,2.4086050317249774
GENE0280,Heart,1.2368270436699211
GENE0280,Liver,9.452924665147972
GENE0280,Lung,5.567258491152899
GENE0280,Kidney,6.656539697333148
GENE0281,Brain,14.32462306809129
GENE0281,Heart,7.651484714046235
GENE0281,Liver,7.153846653021468
GENE0281,Lung,8.161427588566331
GENE0281,Kidney,1.912368497037802
GENE0282,Brain,4.359807444618894
GENE0282,Heart,1.7074324591588146
GENE0282,Liver,2.1816239082073676
GENE0282,Lung,4.164294188880622
GENE0282,Kidney,10.48043404496709
GENE0283,Brain,23.256187161845567
GENE0283,Heart,1.881078851982187
GENE0283,Liver,5.148288519265477
GENE0283,Lung,4.234527074021072
GENE0283,Kidney,6.833168655141758
GENE0284,Brain,7.141536189833109
GENE0284,Heart,5.9890747321330675
GENE0284,Liver,2.067331749822493
GENE0284,Lung,6.145624335104735
GENE0284,Kidney,9.150983597112363
GENE0285,Brain,2.9721551638109096
GENE0285,Heart,21.813563143377696
GENE0285,Liver,3.713851411447851
GENE0285,Lung,2.699082341615134
GENE0285,Kidney,5.680863414218812
GENE0286,Brain,3.6470857086500215
GENE0286,Heart,1.501195437014785
GENE0286,Liver,4.388882201152357
GENE0286,Lung,16.063698147575924
GENE0286,Kidney,22.242966670675045
GENE0287,Brain,2.8472876278962174
GENE0287,Heart,9.24626496963088
GENE0287,Liver,4.982957368540439
GENE0287,Lung,5.624372035481409
GENE0287,Kidney,12.352975565991708
GENE0288,Brain,8.860978712058504
GENE0288,Heart,5.070585694908559
GENE0288,Liver,2.131880750230567
GENE0288,Lung,1.823605028383645
GENE0288,Kidney,4.257940154958083
GENE0289,Brain,5.805993011734626
GENE0289,Heart,6.702881535116791
GENE0289,Liver,8.377717332520449
GENE0289,Lung,9.81260813365842
GENE0289,Kidney,0.6554315814155162
GENE0290,Brain,9.232706798121
GENE0290,Heart,1.9387467879339466
GENE0290,Liver,10.927197444117656
GENE0290,Lung,5.866835916444673
GENE0290,Kidney,7.421994742191909
GENE0291,Brain,2.9074005536464993
GENE0291,Heart,5.618816514341684
GENE0291,Liver,1.0062493829044215
GENE0291,Lung,10.763893011742947
GENE0291,Kidney,3.4395099646016294
GENE0292,Brain,0.5648109329048888
GENE0292,Heart,10.47704677526341
GENE0292,Liver,17.140069728271847
GENE0292,Lung,2.2235308088252745
GENE0292,Kidney,11.824432109216396
GENE0293,Brain,2.460084352794089
GENE0293,Heart,0.7310916112142284
GENE0293,Liver,3.365868475473161
GENE0293,Lung,5.817724242186445
GENE0293,Kidney,4.987031801892482
GENE0294,Brain,4.868950250736139
GENE0294,Heart,5.681062563123159
GENE0294,Liver,5.329431280544372
GENE0294,Lung,3.7703557380498984
GENE0294,Kidney,2.7701318032760196
GENE0295,Brain,3.6232061909771183
GENE0295,Heart,3.3826585279961923
GENE0295,Liver,3.517188332515082
GENE0295,Lung,1.8545410535656428
GENE0295,Kidney,2.9035220276497578
GENE0296,Brain,4.786411429622891
GENE0296,Heart,5.740435785963043
GENE0296,Liver,4.2579032402370265
GENE0296,Lung,3.8692940276762666
GENE0296,Kidney,6.872719633493192
GENE0297,Brain,8.598389587799614
GENE0297,Heart,7.721926680871925
GENE0297,Liver,1.105251301910849
GENE0297,Lung,3.113277179966042
GENE0297,Kidney,7.8815427851840925
GENE0298,Brain,6.7687596601942435
GENE0298,Heart,7.720263387787861
GENE0298,Liver,5.763132746246139
GENE0298,Lung,2.264084670224894
GENE0298,Kidney,11.918021017981914
GENE0299,Brain,1.5103311034977136
GENE0299,Heart,9.861183915171203
GENE0299,Liver,4.423361356705165
GENE0299,Lung,1.3797145370632513
GENE0299,Kidney,3.2643901446089445
GENE0300,Brain,11.73999510223389
GENE0300,Heart,2.7990460540116495
GENE0300,Liver,1.7015133867565615
GENE0300,Lung,3.5571788505510193
